Kingdom,KingdomC,Phylum,PhylumC,Class,ClassC,Order,OrderC,Family,FamilyC,Genus,GenusC,Species,ScientificName,CommonNameC,CoaCode,CoaCType
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Viverridae,靈貓科,Paguma,花面狸屬,larvata,Paguma larvata taivana,白鼻心;果子貍;果子狸,III,其它應予保育
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Curculionidae,象鼻蟲科,Pachyrhynchus,,tobafolius,Pachyrhynchus tobafolius,小圓斑球背象鼻蟲,II,珍貴稀有
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Curculionidae,象鼻蟲科,Pachyrhynchus,,sonani,Pachyrhynchus sonani,條紋球背象鼻蟲,II,珍貴稀有
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Curculionidae,象鼻蟲科,Pachyrhynchus,,sarcitis,Pachyrhynchus sarcitis kotoensis,大圓斑球背象鼻蟲,II,珍貴稀有
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Curculionidae,象鼻蟲科,Pachyrhynchus,,nobilis,Pachyrhynchus nobilis yamianus,斷紋球背象鼻蟲,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Viperidae,蝮蛇科,Ovophis,烙鐵頭蛇屬,monticola,Ovophis monticola makazayazaya,瑪家山龜殼花;阿里山龜殼花;山烙鐵頭,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Otus,角鴞屬,sunia,Otus sunia japonicus,東方角鴞;日本角鴞;紅角鴞,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Otus,角鴞屬,spilocephalus,Otus spilocephalus hambroecki,黃嘴角鴞;臺灣木葉鴞,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Otus,角鴞屬,lettia,Otus lettia glabripes,領角鴞,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Otus,角鴞屬,elegans,Otus elegans botelensis,優雅角鴞;蘭嶼角鴞,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Colubridae,黃頷蛇科,Orthriophis,黑眉錦蛇屬,taeniura,Orthriophis taeniura friesi,臺灣黑眉錦蛇,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Oriolidae,黃鸝科,Oriolus,黃鸝屬,traillii,Oriolus traillii ardens,朱鸝,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Oriolidae,黃鸝科,Oriolus,黃鸝屬,chinensis,Oriolus chinensis diffusus,黃鸝;黑枕黃鸝,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Delphinidae,海豚科,Orcinus,虎鯨屬,orca,Orcinus orca,虎鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Laridae,鷗科,Onychoprion,棕背燕鷗屬,fuscata,Onychoprion fuscata nubilasa,烏領燕鷗;大鳳頭燕鷗,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Laridae,鷗科,Onychoprion,棕背燕鷗屬,anaethetus,Onychoprion anaethetus anaethetus,白眉燕鷗,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Salmoniformes,鮭形目,Salmonidae,鮭科,Oncorhynchus,鉤吻鮭屬,formosanus,Oncorhynchus formosanus,臺灣鉤吻鮭;台灣大麻哈魚;台灣鮭;梨山鮭;櫻花鉤吻鮭;台灣鱒;大甲鱒;梨山鱒,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Scolopacidae,鷸科,Numenius,杓鷸屬,arquata,Numenius arquata orientalis,白腰杓鷸;大杓鷸,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Accipitriformes,鷹形目,Accipitridae,鷹科,Nisaetus,角鷹屬,nipalensis,Nisaetus nipalensis nipalensis,熊鷹;赫氏角鷹,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Threskiornithidae,鹮科,Nipponia,朱鹮屬,nippon,Nipponia nippon,朱鹮;朱鷺,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Ninox,鷹鴞屬,japonica,Ninox japonica totogo,褐鷹鴞(留鳥亞種);褐鷹鴞,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Muscicapidae,鶲科,Niltava,仙鶲屬,vivida,Niltava vivida vivida,黃腹琉璃;黃腹仙鶲,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Phocoenidae,鼠海豚科,Neophocaena,江豚屬,phocaenoides,Neophocaena phocaenoides,江豚;露脊鼠海豚,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Felidae,貓科,Neofelis,雲豹屬,nebulosa,Neofelis nebulosa brachyura,臺灣雲豹;雲豹,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Elapidae,蝙蝠蛇科,Naja,眼鏡蛇屬,atra,Naja atra,眼鏡蛇;飯匙倩,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Homalopsidae,水蛇科,Myrrophis,,chinensis,Myrrophis chinensis,唐水蛇;泥蛇;中國水蛇,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Mustelidae,貂科,Mustela,鼬屬,nivalis,Mustela nivalis formosana,臺灣小黃鼠狼;臺灣高山小黃鼠狼,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Artiodactyla,偶蹄目,Cervidae,鹿科,Muntiacus,麂屬,reevesi,Muntiacus reevesi micrurus,臺灣山羌;麂;羌仔;山羌,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Accipitriformes,鷹形目,Accipitridae,鷹科,Milvus,鳶屬,migrans,Milvus migrans formosanus,黑鳶;老鷹;黑耳鳶,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Metzia,梅氏鯿屬,mesembrinum,Metzia mesembrinum,大鱗梅氏鯿;大鱗梅茨魚;車栓仔;大鱗黃鯝魚;大鱗鱎;高木氏細鯿;大鱗細鯿;大鱗麥氏鯿,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Metzia,梅氏鯿屬,formosae,Metzia formosae,台灣梅氏鯿;台灣梅茨魚;車栓仔;台灣黃鯝魚;台灣細鯿;台灣麥氏鯿,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Ziphiidae,喙鯨科,Mesoplodon,中喙鯨屬,pacificus,Mesoplodon pacificus,朗氏喙鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Ziphiidae,喙鯨科,Mesoplodon,中喙鯨屬,ginkgodens,Mesoplodon ginkgodens,銀杏齒中喙鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Ziphiidae,喙鯨科,Mesoplodon,中喙鯨屬,densirostris,Mesoplodon densirostris,柏氏中喙鯨;布蘭氏喙鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Balaenopteridae,鬚鯨科,Megaptera,座頭鯨屬,novaeangliae,Megaptera novaeangliae,大翅鯨,I,瀕臨滅絕
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Megacrania,大頭竹節蟲屬,tsudai,Megacrania tsudai tsudai,津田氏大頭竹節蟲,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Testudines,龜鱉目,Geoemydidae,地龜科,Mauremys,石龜屬,reevesii,Mauremys reevesii,金龜;革龜;臭青龜;烏龜,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Testudines,龜鱉目,Geoemydidae,地龜科,Mauremys,石龜屬,mutica,Mauremys mutica,柴棺龜;黃龜,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Mustelidae,貂科,Martes,貂屬,flavigula,Martes flavigula chrysospila,黃喉貂;姜仔虎;黃頸鼬,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Pholidota,鱗甲目,Manidae,穿山甲科,Manis,穿山甲屬,pentadactyla,Manis pentadactyla pentadactyla,穿山甲;中國鯪鯉;悶仔;土龜,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Primates,靈長目,Cercopithecidae,獼猴科,Macaca,獼猴屬,cyclopis,Macaca cyclopis,臺灣獼猴,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Mustelidae,貂科,Lutra,水獺屬,lutra,Lutra lutra chinensis,水獺;歐亞水獺,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Galliformes,雞形目,Phasianidae,雉科,Lophura,鷴屬,swinhoii,Lophura swinhoii,藍腹鷴;藍鷴,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Siluriformes,鯰形目,Amblycipitidae,鈍頭鮠科,Liobagrus,屬,formosanus,Liobagrus formosanus,臺灣;台灣;紅噹仔;黃蜂;台灣鮰,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Scolopacidae,鷸科,Limnodromus,半蹼鷸屬,semipalmatus,Limnodromus semipalmatus,半蹼鷸,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Gekkonidae,壁虎科,Lepidodactylus,鱗趾虎屬,yami,Lepidodactylus yami,雅美鱗趾虎;臺灣鱗趾虎;雅美鱗趾蝎虎,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Testudines,龜鱉目,Cheloniidae,蠵龜科,Lepidochelys,麗龜屬,olivacea,Lepidochelys olivacea,欖蠵龜;麗龜,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Laniidae,伯勞科,Lanius,伯勞屬,cristatus,Lanius cristatus cristatus,紅尾伯勞,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Delphinidae,海豚科,Lagenodelphis,沙撈越海豚屬,hosei,Lagenodelphis hosei,弗氏海豚,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Kogiidae,小抹香鯨科,Kogia,小抹香鯨屬,sima,Kogia sima,侏儒抹香鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Kogiidae,小抹香鯨科,Kogia,小抹香鯨屬,breviceps,Kogia breviceps,小抹香鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Ketupa,魚鴞屬,flavipes,Ketupa flavipes,黃魚鴞,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Agamidae,飛蜥科,Japalura,龍蜥屬,makii,Japalura makii,牧氏攀蜥,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Agamidae,飛蜥科,Japalura,龍蜥屬,luei,Japalura luei,呂氏攀蜥,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Agamidae,飛蜥科,Japalura,龍蜥屬,brevipes,Japalura brevipes,短肢攀蜥,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Accipitriformes,鷹形目,Accipitridae,鷹科,Ictinaetus,林鵰屬,malayensis,Ictinaetus malayensis malayensis,林鵰,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Leiothrichidae,噪眉科,Ianthocincla,,ruficeps,Ianthocincla ruficeps,台灣白喉噪眉;繡眼雀鶥;白眶雀鶥;白喉噪眉;白喉笑鶇,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Leiothrichidae,噪眉科,Ianthocincla,,poecilorhynchus,Ianthocincla poecilorhynchus,棕噪眉;竹鳥;棕噪鶥,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Caudata,有尾目,Hynobiidae,山椒魚科,Hynobius,小鯢屬,sonani,Hynobius sonani,楚南氏山椒魚,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Caudata,有尾目,Hynobiidae,山椒魚科,Hynobius,小鯢屬,glacialis,Hynobius glacialis,南湖山椒魚,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Caudata,有尾目,Hynobiidae,山椒魚科,Hynobius,小鯢屬,fuca,Hynobius fuca,觀霧山椒魚,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Caudata,有尾目,Hynobiidae,山椒魚科,Hynobius,小鯢屬,formosanus,Hynobius formosanus,臺灣山椒魚,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Caudata,有尾目,Hynobiidae,山椒魚科,Hynobius,小鯢屬,arisanensis,Hynobius arisanensis,阿里山山椒魚,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Anura,無尾目,Ranidae,赤蛙科,Hylarana,水蛙屬,taipehensis,Hylarana taipehensis,臺北赤蛙,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Jacanidae,水雉科,Hydrophasianus,水雉屬,chirurgus,Hydrophasianus chirurgus,水雉;鳳尾水雉;雉尾水雉,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Herpestidae,獴科,Herpestes,獴屬,urva,Herpestes urva formosanus,食蟹獴;棕簑貓;膨尾狸,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Balitoridae,爬鰍科,Hemimyzon,間爬岩鰍屬,taitungensis,Hemimyzon taitungensis,臺東間爬岩鰍;台東間吸鰍;石貼仔,II,珍貴稀有
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Cerambycidae,天牛科,Hemadius,,oenochrous,Hemadius oenochrous,霧社深山天牛;霧社血斑天牛,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Accipitriformes,鷹形目,Accipitridae,鷹科,Haliastur,栗鳶屬,indus,Haliastur indus intermedius,栗鳶,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Accipitriformes,鷹形目,Accipitridae,鷹科,Haliaeetus,海鵰屬,albicilla,Haliaeetus albicilla albicilla,白尾海鵰,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Gruiformes,鶴形目,Gruidae,鶴科,Grus,鶴屬,vipio,Grus vipio,白枕鶴;紅面鶴,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Gruiformes,鶴形目,Gruidae,鶴科,Grus,鶴屬,monacha,Grus monacha,白頭鶴;鍋鶴,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Gruiformes,鶴形目,Gruidae,鶴科,Grus,鶴屬,japonensis,Grus japonensis,丹頂鶴;仙鶴,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Gruiformes,鶴形目,Gruidae,鶴科,Grus,鶴屬,grus,Grus grus lilfordi,灰鶴,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Delphinidae,海豚科,Grampus,灰海豚屬,griseus,Grampus griseus,瑞氏海豚,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Ardeidae,鷺科,Gorsachius,麻鷺屬,goisagi,Gorsachius goisagi,麻鷺;栗頭麻鷺,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Delphinidae,海豚科,Globicephala,領航鯨屬,macrorhynchus,Globicephala macrorhynchus,短肢領航鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Strigiformes,鴞形目,Strigidae,鴟鴞科,Glaucidium,鵂鶹屬,brodiei,Glaucidium brodiei pardalotum,領鵂鶹;鵂鶹,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Glareolidae,燕鴴科,Glareola,燕鴴屬,maldivarum,Glareola maldivarum,燕鴴,III,其它應予保育
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Gekkonidae,壁虎科,Gekko,壁虎屬,kikuchii,Gekko kikuchii,菊池氏壁虎;菊池氏守宮;蘭嶼守宮;蘭嶼壁虎,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Corvidae,鴉科,Garrulus,松鴉屬,glandarius,Garrulus glandarius taivanus,松鴉;橿鳥,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Leiothrichidae,噪眉科,Garrulax,噪鶥屬,taewanus,Garrulax taewanus,臺灣畫眉;畫眉,II,珍貴稀有
